1@에릭클랩톤-Tears in heaven@Would you know my name@네가 내 이름을 기억할까
2@에릭클랩톤-Tears in heaven@If I saw you in heaven?@천국에서 다시 널 만난다면
3@에릭클랩톤-Tears in heaven@Would it be the same@모든게 똑같을까
4@에릭클랩톤-Tears in heaven@If I saw you in heaven?@천국에서 다시 널 만난다면
5@에릭클랩톤-Tears in heaven@I must be strong and carry on@난 마음을 굳게 먹고 계속 살아가야 해
6@에릭클랩톤-Tears in heaven@Cause I know I don't belong here in heaven@왜냐면 난 천국에 어울리지 않으니까
7@에릭클랩톤-Tears in heaven@Would you hold my hand@내 손을 잡아줄래
8@에릭클랩톤-Tears in heaven@If I saw you in heaven?@천국에서 다시 널 만난다면
9@에릭클랩톤-Tears in heaven@Would you help me stand@날 일으켜 줄래
10@에릭클랩톤-Tears in heaven@I'll find my way through night and day@힘들겠지만 살아갈거야
11@에릭클랩톤-Tears in heaven@Cause I know I just can't stay here in heaven@왜냐면 난 천국에 남을 수 없으니까
12@에릭클랩톤-Tears in heaven@Time can bring you down,time can bend your knees@세상이 널 망가뜨리거나 무릎 꿇게 할 수도 있어
13@에릭클랩톤-Tears in heaven@Time can break your heart,@가슴을 아프게 하거나
14@에릭클랩톤-Tears in heaven@have you begging please,begging please@제발이라며 빌게도 만들거야
15@에릭클랩톤-Tears in heaven@Beyond the door there's peace I'm sure@문 뒤엔 평화가 있으리라고
16@에릭클랩톤-Tears in heaven@And I know there'll be no more tears in heaven@그리고 더 이상의 눈물은 없을 거라고 확신해
17@에릭클랩톤-Tears in heaven@Would you know my name@네가 내 이름을 기억할까
18@에릭클랩톤-Tears in heaven@If I saw you in heaven?@천국에서 다시 널 만난다면
19@에릭클랩톤-Tears in heaven@Would it be the same@모든게 똑같을까
20@에릭클랩톤-Tears in heaven@If I saw you in heaven?@천국에서 다시 널 만난다면
21@에릭클랩톤-Tears in heaven@I must be strong and carry on@난 마음을 굳게 먹고 계속 살아가야 해
22@에릭클랩톤-Tears in heaven@Cause I know I don't belong here in heaven@왜냐면 난 천국에 어울리지 않으니까
